Index,Software Name,Software Version,Software Category
signalp,signalp,6.0g,Molecular Modeling/Graphics
slivar,slivar,0.3.0,Molecular Modeling/Graphics
smcpp,smcpp,1.15.4,Molecular Modeling/Graphics
smoove,smoove,0.2.7,Molecular Modeling/Graphics
snapatac2,SnapATAC2,2.1.2,Molecular Modeling/Graphics
splam,splam,1.0.9,Molecular Modeling/Graphics
straw,straw,1.3.1,Molecular Modeling/Graphics
stripenn,stripenn,1.1.50; 1.1.65.15,Molecular Modeling/Graphics
synthdnm,SynthDNM,0.1.3,Molecular Modeling/Graphics
tandem-genotypes,tandem-genotypes,1.9.0,Molecular Modeling/Graphics
tantan,tantan,40,Molecular Modeling/Graphics
telocal,TElocal,1.1.1,Molecular Modeling/Graphics
telomerehunter,TelomereHunter,1.1.0,Molecular Modeling/Graphics
tmhmm,TMHMM,2.0c,Molecular Modeling/Graphics
toga,toga,1.1.2,Molecular Modeling/Graphics
tombo,tombo,1.5.1,Molecular Modeling/Graphics
trf,TRF,4.09,Molecular Modeling/Graphics
trgt,trgt,0.4.0,Molecular Modeling/Graphics
trimal,trimAl,1.2rev59,Molecular Modeling/Graphics
triodenovo,triodenovo,0.06,Molecular Modeling/Graphics
trust4,trust4,1.0.8,Molecular Modeling/Graphics
ultra,ultra,0.1,Molecular Modeling/Graphics
unicycler,unicycler,0.5.0,Molecular Modeling/Graphics
uropa,uropa,4.0.2,Molecular Modeling/Graphics
usearch,usearch,11.0.667,Molecular Modeling/Graphics
vadr,VADR,1.3,Molecular Modeling/Graphics
varscan,VarScan,2.4.6,Molecular Modeling/Graphics
vcf-kit,VCF-kit,0.2.9,Molecular Modeling/Graphics
vcontact2,vcontact2,0.11.3,Molecular Modeling/Graphics
velocyto,velocyto,0.17,Molecular Modeling/Graphics
viennarna,viennarna,2.5.1,Molecular Modeling/Graphics
virsorter2,VirSorter2,2.2.3,Molecular Modeling/Graphics
weblogo,weblogo,3.6,Molecular Modeling/Graphics
xengsort,xengsort,1.1.0,Molecular Modeling/Graphics
xenome,xenome,1.0.1,Molecular Modeling/Graphics
xhla,xHLA,2018-04-04,Molecular Modeling/Graphics
xtail,xtail,1.1.5,Molecular Modeling/Graphics
xtea,xTea,0.1.9; 1.0.0,Molecular Modeling/Graphics
alphafold2,alphafold2,2.3.2,Molecular Modeling/Graphics
alphalink,alphalink,1.0,Molecular Modeling/Graphics
alphapulldown,AlphaPulldown,0.30.7,Molecular Modeling/Graphics
autodock-gpu,Autodock-GPU,1.5.3,Molecular Modeling/Graphics
braker,braker,3,Molecular Modeling/Graphics
ccp4,CCP4,8.0.016,Molecular Modeling/Graphics
colabfold,colabfold,1.5.2,Molecular Modeling/Graphics
cryodrgn,cryoDRGN,1.1.0,Molecular Modeling/Graphics
csd,CSD,2022,Molecular Modeling/Graphics
dali,Dali,5.1,Molecular Modeling/Graphics
deepab,deepab,1.2,Molecular Modeling/Graphics
deepmedic,deepmedic,0.8.4,Molecular Modeling/Graphics
deepmm,DeepMM,20220830,Molecular Modeling/Graphics
dssp,DSSP,2.3.0,Molecular Modeling/Graphics
esm,esm,2.0.0-74-g2b36991,Molecular Modeling/Graphics
foldseek,foldseek,5-53465f0,Molecular Modeling/Graphics
gautomatch,gautomatch,0.56_cuda-9.1,Molecular Modeling/Graphics
lammps,lammps,29Oct20,Molecular Modeling/Graphics
mdtraj,mdtraj,1.9.7,Molecular Modeling/Graphics
model-angelo,model-angelo,1.0.9,Molecular Modeling/Graphics
mustache,mustache,1.0.1,Molecular Modeling/Graphics
naccess,naccess,2.1.1,Molecular Modeling/Graphics
novactf,novactf,1.0,Molecular Modeling/Graphics
omegafold,OmegaFold,1.1.0,Molecular Modeling/Graphics
pf_refinement,pf_refinement,20Nov19,Molecular Modeling/Graphics
phenix,Phenix,1.20.1-4487,Molecular Modeling/Graphics
pydockrmsd,pydockrmsd,1.0.0,Molecular Modeling/Graphics
pyem,pyem,230821,Molecular Modeling/Graphics
pymol,PyMOL,2.6.0,Molecular Modeling/Graphics
pyrosetta,PyRosetta,360.py3.10,Molecular Modeling/Graphics
release,ReLeaSE,20220825,Molecular Modeling/Graphics
rfdiffusion,RFdiffusion,1.1.0,Molecular Modeling/Graphics
rosettafold,RoseTTAFold,1.1.0,Molecular Modeling/Graphics
rosettafoldna,rosettafoldna,0.1,Molecular Modeling/Graphics
schrodinger,Schrodinger,2023.1,Molecular Modeling/Graphics
scipion,Scipion,3.0.12,Molecular Modeling/Graphics
sidesplitter,sidesplitter,1.2,Molecular Modeling/Graphics
subtom,subtom,1.1.6-32f731b,Molecular Modeling/Graphics
vmd,vmd,1.9.3,Molecular Modeling/Graphics
xplor-nih,Xplor-NIH,3.5,Molecular Modeling/Graphics
zdock,ZDOCK,3.0.2,Molecular Modeling/Graphics
bakta,bakta,1.8.1,Molecular Modeling/Graphics
bionetgen,bionetgen,0.7.9,Molecular Modeling/Graphics
cellphonedb,cellphonedb,3.1.0,Molecular Modeling/Graphics
cytosig,CytoSig,0.1,Molecular Modeling/Graphics
dyno,dyno,20220906,Molecular Modeling/Graphics
eggnogmapper,eggNOGmapper,2.1.6,Molecular Modeling/Graphics
gcn_cancer,GCN_Cancer,20221105,Molecular Modeling/Graphics
gsea,gsea,4.3.2,Molecular Modeling/Graphics
maker,MAKER,3.01.03,Molecular Modeling/Graphics
neuron,Neuron,7.7,Molecular Modeling/Graphics
robot,ROBOT,1.9.4,Molecular Modeling/Graphics
scvelo,scvelo,0.2.3,Molecular Modeling/Graphics
vdjtools,vdjtools,1.2.1,Molecular Modeling/Graphics
apptainer,apptainer,1.1.6,Molecular Modeling/Graphics
aria2,aria2,1.36.0,Molecular Modeling/Graphics
asciinema,asciinema,2.2.0,Molecular Modeling/Graphics
aspera,Aspera,3.7..4,Molecular Modeling/Graphics
autoconf,autoconf,2.71,Molecular Modeling/Graphics
aws,AWS,1.25.49,Molecular Modeling/Graphics
azcopy,azcopy,10.11.0,Molecular Modeling/Graphics
bakta,bakta,1.8.1,Molecular Modeling/Graphics
bbcp,bbcp,15.02.03.01.1,Molecular Modeling/Graphics
bgen,BGEN,20230420,Molecular Modeling/Graphics
circos,circos,0.69-9,Molecular Modeling/Graphics
coreutils,coreutils,9.1,Molecular Modeling/Graphics
cpdf,cpdf,2.5.1,Molecular Modeling/Graphics
cryolo,cryolo,1.9.2,Molecular Modeling/Graphics
crypt4gh,crypt4gh,0.4.1,Molecular Modeling/Graphics
datalad,datalad,0.13.0rc2,Molecular Modeling/Graphics
datamash,datamash,1.7,Molecular Modeling/Graphics
dnanexus,DNAnexus,0.352.1,Molecular Modeling/Graphics
dxda,dxda,0.6.0,Molecular Modeling/Graphics
edirect,EDirect,20.5.20230926,Molecular Modeling/Graphics
editors,Editors,Unknown,Molecular Modeling/Graphics
gdc-client,gdc-client,1.6.1,Molecular Modeling/Graphics
gdrive,gdrive,2.1.0,Molecular Modeling/Graphics
ghostscript,Ghostscript,9.22,Molecular Modeling/Graphics
globus-timer-cli,globus-timer-cli,0.2.9,Molecular Modeling/Graphics
gnuplot,gnuplot,5.4.0,Molecular Modeling/Graphics
google-cloud-sdk,google-cloud-sdk,397.0.0,Molecular Modeling/Graphics
grace,Grace,5.1.25,Molecular Modeling/Graphics
graphviz,graphviz,2.40,Molecular Modeling/Graphics
groff,groff,1.22.3,Molecular Modeling/Graphics
h5utils,h5utils,1.13.1,Molecular Modeling/Graphics
imagemagick,ImageMagick,7.1.0,Molecular Modeling/Graphics
inkscape,inkscape,1.3,Molecular Modeling/Graphics
jax,JAX,0.3.7,Molecular Modeling/Graphics
jo,jo,1.6,Molecular Modeling/Graphics
jq,jq,1.6,Molecular Modeling/Graphics
jupyter,jupyter,5.0.0,Molecular Modeling/Graphics
k8,k8,0.2.5,Molecular Modeling/Graphics
kronatools,kronatools,2.8,Molecular Modeling/Graphics
lbzip2,lbzip2,2.5,Molecular Modeling/Graphics
longshot,longshot,0.4.5,Molecular Modeling/Graphics
mc,mc,4.8.22,Molecular Modeling/Graphics
megit,megit,0.4.0,Molecular Modeling/Graphics
mysql,MySQL,8.0.34,Molecular Modeling/Graphics
nda-tools,nda-tools,"0.2.12,0.2.16,0.2.25",Molecular Modeling/Graphics
neovim,neovim,0.9.2,Molecular Modeling/Graphics
netpbm,netpbm,10.86.33,Molecular Modeling/Graphics
nvchecker,nvchecker,2.9,Molecular Modeling/Graphics
openneuro_cli,OpenNeuro_cli,4.14.1,Molecular Modeling/Graphics
parallel,parallel,20231022,Molecular Modeling/Graphics
paraview,paraview,5.11.1,Molecular Modeling/Graphics
patchelf,patchelf,0.17,Molecular Modeling/Graphics
patric,patric,1.035,Molecular Modeling/Graphics
pdf2svg,pdf2svg,0.2.3,Molecular Modeling/Graphics
petsc,petsc,3.19.1,Molecular Modeling/Graphics
pigz,pigz,2.7,Molecular Modeling/Graphics
pilon,pilon,1.24,Molecular Modeling/Graphics
postgresql,postgresql,15.2,Molecular Modeling/Graphics
povray,POVRay,3.7,Molecular Modeling/Graphics
pre-commit,pre-commit,3.5.0,Molecular Modeling/Graphics
pyega3,pyega3,5.0.2,Molecular Modeling/Graphics
qpdf,qpdf,1.11.1,Molecular Modeling/Graphics
quarto,quarto,1.3.450,Molecular Modeling/Graphics
rclone,rclone,1.62.2,Molecular Modeling/Graphics
rdfind,rdfind,1.6.0,Molecular Modeling/Graphics
rfmix,rfmix,2.0,Molecular Modeling/Graphics
rstudio-server,rstudio-server,2023.06.0-421,Molecular Modeling/Graphics
sb_cli,sb_cli,0.25.0,Molecular Modeling/Graphics
screen,screen,4.9.1,Molecular Modeling/Graphics
singularity,singularity,4.0.1,Molecular Modeling/Graphics
snp-sites,snp-sites,2.4.1,Molecular Modeling/Graphics
spark,spark,3.2.2,Molecular Modeling/Graphics
sqlite,SQLite,3.38.5,Molecular Modeling/Graphics
stow,stow,2.3.1,Molecular Modeling/Graphics
swarm,swarm,23.2.1,Molecular Modeling/Graphics
swig,swig,4.1.1,Molecular Modeling/Graphics
synapseclient,synapseclient,3.1.1,Molecular Modeling/Graphics
tex,Tex,2022,Molecular Modeling/Graphics
texinfo,texinfo,6.8,Molecular Modeling/Graphics
tmux,tmux,3.3a,Molecular Modeling/Graphics
ukbb,UKBB,0.1,Molecular Modeling/Graphics
vartrix,vartrix,1.1.22,Molecular Modeling/Graphics
vcf2db,vcf2db,2020.09.14,Molecular Modeling/Graphics
vim,vim,9.0,Molecular Modeling/Graphics
visidata,visidata,2.11.1,Molecular Modeling/Graphics
whatshap,whatshap,1.1,Molecular Modeling/Graphics
wuzz,wuzz,0.5.0,Molecular Modeling/Graphics
xclip,xclip,0.13,Molecular Modeling/Graphics
xpdf,xpdf,4.04,Molecular Modeling/Graphics
zstd,zstd,1.5.5,Molecular Modeling/Graphics
advntr,advntr,1.4.1,Sequence Analysis
agat,agat,1.2.0,Sequence Analysis
allelecount,alleleCount,4.2.1,Sequence Analysis
annogesic,ANNOgesic,1.0.22,Sequence Analysis
antismash,antiSMASH,7.0.0,Sequence Analysis
anvio,anvio,7.1,Sequence Analysis
arcashla,arcashla,0.5.0,Sequence Analysis
arriba,arriba,2.3.0,Sequence Analysis
augustus,augustus,3.4.0,Sequence Analysis
bakta,bakta,1.8.1,Sequence Analysis
bartender,Bartender,1.1,Sequence Analysis
biobakery_workflows,biobakery_workflows,3.1,Sequence Analysis
blast,Blast,2.13.0+,Sequence Analysis
blat,blat,3.5,Sequence Analysis
bolt-lmm,BOLT-LMM,2.4.1,Sequence Analysis
bracken,bracken,2.8,Sequence Analysis
bwa-mem2,bwa-mem2,2.2.1,Sequence Analysis
cactus,cactus,2.6.4,Sequence Analysis
cadd,CADD,1.6.post1,Sequence Analysis
caviar,CAVIAR,2.2,Sequence Analysis
cell2location,cell2location,0.1.3,Sequence Analysis
cellsnp-lite,cellsnp-lite,1.2.2,Sequence Analysis
cgpbigwig,cgpbigwig,1.6.0,Sequence Analysis
checkm2,checkm2,1.0.2,Sequence Analysis
chess,CHESS,0.3.7,Sequence Analysis
chipseq_pipeline,chipseq_pipeline,2.1.6,Sequence Analysis
circle-seq,CIRCLE-seq,1.1,Sequence Analysis
circos,circos,0.69-9,Sequence Analysis
clair3,Clair3,0.1-r6,Sequence Analysis
cloops2,cloops2,0.0.4,Sequence Analysis
clustalo,clustalo,1.2.4,Sequence Analysis
clustalw,ClustalW,2.1,Sequence Analysis
conifer,conifer,0.2.2,Sequence Analysis
cooltools,cooltools,0.5.4,Sequence Analysis
coveragemaster,coverageMaster,20220706,Sequence Analysis
cutruntools,CutRunTools,20200629,Sequence Analysis
cytosig,CytoSig,0.1,Sequence Analysis
cytotrace,cytotrace,0.3.3,Sequence Analysis
decifer,decifer,2.1.3,Sequence Analysis
deeploc,deeploc,2.0,Sequence Analysis
deepsea,deepsea,0.94c,Sequence Analysis
denovogear,denovogear,1.1.1,Sequence Analysis
diamond,diamond,2.0.15,Sequence Analysis
dnaworks,DNAWorks,3.2.4,Sequence Analysis
drep,drep,3.2.2,Sequence Analysis
duphold,duphold,0.2.3,Sequence Analysis
dyno,dyno,20220906,Sequence Analysis
eagle,Eagle,2.4,Sequence Analysis
epic2,epic2,0.0.52,Sequence Analysis
exonerate,exonerate,2.4.0,Sequence Analysis
expansionhunter,ExpansionHunter,5.0.0,Sequence Analysis
expansionhunterdenovo,ExpansionHunterDenovo,0.9.0,Sequence Analysis
fastp,fastp,0.23.2,Sequence Analysis
fastq_demux,fastq_demux,20230713,Sequence Analysis
fithichip,FitHiChIP,9.1; 10.0; 11.0,Sequence Analysis
flair,FLAIR,1.6.1,Sequence Analysis
focus,focus,0.802,Sequence Analysis
freepsi,freepsi,0.3,Sequence Analysis
funannotate,funannotate,1.8.15,Sequence Analysis
fuseq,FuSeq,1.1.4,Sequence Analysis
fusioninspector,fusioninspector,2.8.0,Sequence Analysis
gem1,GEM1,1.4.3,Sequence Analysis
genometools,genometools,1.6.2,Sequence Analysis
gfatools,gfatools,0.5,Sequence Analysis
gffcompare,gffcompare,0.12.6,Sequence Analysis
gimmemotifs,GimmeMotifs,0.17.2,Sequence Analysis
glimpse,GLIMPSE,1.1.1,Sequence Analysis
glnexus,glnexus,1.4.1,Sequence Analysis
graphmap,graphmap,0.5.2,Sequence Analysis
gtdb-tk,gtdb-tk,2.3.2,Sequence Analysis
gutsmash,gutSMASH,0-20210610,Sequence Analysis
hap-ibd,Hap-IBD,20221201,Sequence Analysis
hemtools,HemTools,20230512,Sequence Analysis
hhsuite,hhsuite,3.3.0,Sequence Analysis
hicmaptools,hicmaptools,20230303,Sequence Analysis
hipstr,hipstr,0.7,Sequence Analysis
hmmer,HMMER,3.3.2,Sequence Analysis
htgtsrep,HTGTSrep,9fe74ff,Sequence Analysis
idiffir,iDiffIR,20220121,Sequence Analysis
igblast,igblast,1.21.0,Sequence Analysis
infernal,infernal,1.1.4,Sequence Analysis
interproscan,interproscan,5.63-95.0,Sequence Analysis
intervar,InterVar,"2.1.2, 2.1.3",Sequence Analysis
intogen,intogen,2023.1,Sequence Analysis
ivar,iVar,1.3.1,Sequence Analysis
jellyfish,jellyfish,2.3.0,Sequence Analysis
kallisto,kallisto,0.48.0,Sequence Analysis
last,LAST,1454,Sequence Analysis
lastz,LASTZ,1.04.03,Sequence Analysis
ldsc,ldsc,1.0.1-20200724,Sequence Analysis
liger2liger,liger2liger,20230901,Sequence Analysis
lja,LJA,0.1,Sequence Analysis
m-tools,m-tools,20210208,Sequence Analysis
ma-focus,ma-focus,0.802,Sequence Analysis
magma,magma,1.10,Sequence Analysis
mantis,mantis,1.0.5,Sequence Analysis
maps,maps,1.1.0,Sequence Analysis
mashmap,MashMap,2.0,Sequence Analysis
melt,MELT,2.2.2,Sequence Analysis
meme,meme,5.4.1,Sequence Analysis
mintie,MINTIE,0.4.2,Sequence Analysis
mmseqs,mmseqs,2-13-45111-219-gaabc78c,Sequence Analysis
mocha,MoChA,1.10.2; 1.11; 1.16,Sequence Analysis
msisensor-pro,msisensor-pro,1.2.0,Sequence Analysis
mummer,MUMmer,4.0.0rc1,Sequence Analysis
muscle,MUSCLE,5.1,Sequence Analysis
mutsig2cv,mutsig2cv,3.11,Sequence Analysis
ncbi-toolkit,ncbi-toolkit,25.0.0,Sequence Analysis
nested,nested,2.0.0,Sequence Analysis
netoglyc,netOglyc,4.0,Sequence Analysis
nirvana,Nirvana,3.18.1,Sequence Analysis
octopus,Octopus,0.7.4,Sequence Analysis
oncodriveclustl,oncodriveCLUSTL,1.1.1,Sequence Analysis
oncodrivefml,oncodriveFML,2.2.0,Sequence Analysis
opencravat,OpenCRAVAT,1.7.0; 2.2.5,Sequence Analysis
optitype,OptiType,1.3.5,Sequence Analysis
orffinder,ORFfinder,0.4.3,Sequence Analysis
orthofinder,OrthoFinder,2.5.4,Sequence Analysis
paintor,PAINTOR,3.0,Sequence Analysis
pangenome,pangenome,1.0.0,Sequence Analysis
pangolin,pangolin,2.3.6,Sequence Analysis
parsnp,parsnp,1.7.4,Sequence Analysis
patric,patric,1.035,Sequence Analysis
pepper_deepvariant,PEPPER_deepvariant,0.7,Sequence Analysis
phasebook,phasebook,1.0.0,Sequence Analysis
phaser,phaser,1.1.1,Sequence Analysis
phylowgs,phylowgs,20181105,Sequence Analysis
popscle,popscle,0.1,Sequence Analysis
prank,PRANK,150803,Sequence Analysis
preseq,preseq,3.1.2,Sequence Analysis
primer3,primer3,2.6.1,Sequence Analysis
prokka,prokka,1.14.6,Sequence Analysis
psipred,PSIPRED,4.0,Sequence Analysis
pysamstats,pysamstats,1.1.2,Sequence Analysis
qtltools,QTLtools,1.3.1,Sequence Analysis
randfold,randfold,2.0.1,Sequence Analysis
regenie,regenie,3.0.3,Sequence Analysis
remora,remora,2.1.1,Sequence Analysis
rgi,RGI,6.0.2,Sequence Analysis
rmats,rMATS,4.1.2; 4.0.2,Sequence Analysis
rmblast,rmblast,2.14.0,Sequence Analysis
rnammer,RNAmmer,1.2,Sequence Analysis
roary,roary,3.13.0,Sequence Analysis
rose,ROSE,1.3.1,Sequence Analysis
saige,SAIGE,1.1.9,Sequence Analysis
scanpy,scanpy,1.8.1,Sequence Analysis
scchromhmm,scChromHMM,20220610,Sequence Analysis
scdrs,scDRS,1.02,Sequence Analysis
scvelo,scvelo,0.2.3,Sequence Analysis
seacr,SEACR,1.3,Sequence Analysis
selscan,selscan,1.3.0; 2.0.0,Sequence Analysis
seq2hla,seq2hla,2.3,Sequence Analysis
sequencetubemap,sequencetubemap,2023.8,Sequence Analysis
shimmer,shimmer,0.2,Sequence Analysis
signalp,signalp,6.0g,Sequence Analysis
slivar,slivar,0.3.0,Sequence Analysis
smcpp,smcpp,1.15.4,Sequence Analysis
smoove,smoove,0.2.7,Sequence Analysis
snapatac2,SnapATAC2,2.1.2,Sequence Analysis
splam,splam,1.0.9,Sequence Analysis
straw,straw,1.3.1,Sequence Analysis
stripenn,stripenn,1.1.50; 1.1.65.15,Sequence Analysis
synthdnm,SynthDNM,0.1.3,Sequence Analysis
tandem-genotypes,tandem-genotypes,1.9.0,Sequence Analysis
tantan,tantan,40,Sequence Analysis
telocal,TElocal,1.1.1,Sequence Analysis
telomerehunter,TelomereHunter,1.1.0,Sequence Analysis
tmhmm,TMHMM,2.0c,Sequence Analysis
toga,toga,1.1.2,Sequence Analysis
tombo,tombo,1.5.1,Sequence Analysis
trf,TRF,4.09,Sequence Analysis
trgt,trgt,0.4.0,Sequence Analysis
trimal,trimAl,1.2rev59,Sequence Analysis
triodenovo,triodenovo,0.06,Sequence Analysis
trust4,trust4,1.0.8,Sequence Analysis
ultra,ultra,0.1,Sequence Analysis
unicycler,unicycler,0.5.0,Sequence Analysis
uropa,uropa,4.0.2,Sequence Analysis
usearch,usearch,11.0.667,Sequence Analysis
vadr,VADR,1.3,Sequence Analysis
varscan,VarScan,2.4.6,Sequence Analysis
vcf-kit,VCF-kit,0.2.9,Sequence Analysis
vcontact2,vcontact2,0.11.3,Sequence Analysis
velocyto,velocyto,0.17,Sequence Analysis
viennarna,viennarna,2.5.1,Sequence Analysis
virsorter2,VirSorter2,2.2.3,Sequence Analysis
weblogo,weblogo,3.6,Sequence Analysis
xengsort,xengsort,1.1.0,Sequence Analysis
xenome,xenome,1.0.1,Sequence Analysis
xhla,xHLA,2018-04-04,Sequence Analysis
xtail,xtail,1.1.5,Sequence Analysis
xtea,xTea,0.1.9; 1.0.0,Sequence Analysis
alphafold2,alphafold2,2.3.2,Sequence Analysis
alphalink,alphalink,1.0,Sequence Analysis
alphapulldown,AlphaPulldown,0.30.7,Sequence Analysis
autodock-gpu,Autodock-GPU,1.5.3,Sequence Analysis
braker,braker,3,Sequence Analysis
ccp4,CCP4,8.0.016,Sequence Analysis
colabfold,colabfold,1.5.2,Sequence Analysis
cryodrgn,cryoDRGN,1.1.0,Sequence Analysis
csd,CSD,2022,Sequence Analysis
dali,Dali,5.1,Sequence Analysis
deepab,deepab,1.2,Sequence Analysis
deepmedic,deepmedic,0.8.4,Sequence Analysis
deepmm,DeepMM,20220830,Sequence Analysis
dssp,DSSP,2.3.0,Sequence Analysis
esm,esm,2.0.0-74-g2b36991,Sequence Analysis
foldseek,foldseek,5-53465f0,Sequence Analysis
gautomatch,gautomatch,0.56_cuda-9.1,Sequence Analysis
lammps,lammps,29Oct20,Sequence Analysis
mdtraj,mdtraj,1.9.7,Sequence Analysis
model-angelo,model-angelo,1.0.9,Sequence Analysis
mustache,mustache,1.0.1,Sequence Analysis
naccess,naccess,2.1.1,Sequence Analysis
novactf,novactf,1.0,Sequence Analysis
omegafold,OmegaFold,1.1.0,Sequence Analysis
pf_refinement,pf_refinement,20Nov19,Sequence Analysis
phenix,Phenix,1.20.1-4487,Sequence Analysis
pydockrmsd,pydockrmsd,1.0.0,Sequence Analysis
pyem,pyem,230821,Sequence Analysis
pymol,PyMOL,2.6.0,Sequence Analysis
pyrosetta,PyRosetta,360.py3.10,Sequence Analysis
release,ReLeaSE,20220825,Sequence Analysis
rfdiffusion,RFdiffusion,1.1.0,Sequence Analysis
rosettafold,RoseTTAFold,1.1.0,Sequence Analysis
rosettafoldna,rosettafoldna,0.1,Sequence Analysis
schrodinger,Schrodinger,2023.1,Sequence Analysis
scipion,Scipion,3.0.12,Sequence Analysis
sidesplitter,sidesplitter,1.2,Sequence Analysis
subtom,subtom,1.1.6-32f731b,Sequence Analysis
vmd,vmd,1.9.3,Sequence Analysis
xplor-nih,Xplor-NIH,3.5,Sequence Analysis
zdock,ZDOCK,3.0.2,Sequence Analysis
bakta,bakta,1.8.1,Sequence Analysis
bionetgen,bionetgen,0.7.9,Sequence Analysis
cellphonedb,cellphonedb,3.1.0,Sequence Analysis
cytosig,CytoSig,0.1,Sequence Analysis
dyno,dyno,20220906,Sequence Analysis
eggnogmapper,eggNOGmapper,2.1.6,Sequence Analysis
gcn_cancer,GCN_Cancer,20221105,Sequence Analysis
gsea,gsea,4.3.2,Sequence Analysis
maker,MAKER,3.01.03,Sequence Analysis
neuron,Neuron,7.7,Sequence Analysis
robot,ROBOT,1.9.4,Sequence Analysis
scvelo,scvelo,0.2.3,Sequence Analysis
vdjtools,vdjtools,1.2.1,Sequence Analysis
apptainer,apptainer,1.1.6,Sequence Analysis
aria2,aria2,1.36.0,Sequence Analysis
asciinema,asciinema,2.2.0,Sequence Analysis
aspera,Aspera,3.7..4,Sequence Analysis
autoconf,autoconf,2.71,Sequence Analysis
aws,AWS,1.25.49,Sequence Analysis
azcopy,azcopy,10.11.0,Sequence Analysis
bakta,bakta,1.8.1,Sequence Analysis
bbcp,bbcp,15.02.03.01.1,Sequence Analysis
bgen,BGEN,20230420,Sequence Analysis
circos,circos,0.69-9,Sequence Analysis
coreutils,coreutils,9.1,Sequence Analysis
cpdf,cpdf,2.5.1,Sequence Analysis
cryolo,cryolo,1.9.2,Sequence Analysis
crypt4gh,crypt4gh,0.4.1,Sequence Analysis
datalad,datalad,0.13.0rc2,Sequence Analysis
datamash,datamash,1.7,Sequence Analysis
dnanexus,DNAnexus,0.352.1,Sequence Analysis
dxda,dxda,0.6.0,Sequence Analysis
edirect,EDirect,20.5.20230926,Sequence Analysis
editors,Editors,Unknown,Sequence Analysis
gdc-client,gdc-client,1.6.1,Sequence Analysis
gdrive,gdrive,2.1.0,Sequence Analysis
ghostscript,Ghostscript,9.22,Sequence Analysis
globus-timer-cli,globus-timer-cli,0.2.9,Sequence Analysis
gnuplot,gnuplot,5.4.0,Sequence Analysis
google-cloud-sdk,google-cloud-sdk,397.0.0,Sequence Analysis
grace,Grace,5.1.25,Sequence Analysis
graphviz,graphviz,2.40,Sequence Analysis
groff,groff,1.22.3,Sequence Analysis
h5utils,h5utils,1.13.1,Sequence Analysis
imagemagick,ImageMagick,7.1.0,Sequence Analysis
inkscape,inkscape,1.3,Sequence Analysis
jax,JAX,0.3.7,Sequence Analysis
jo,jo,1.6,Sequence Analysis
jq,jq,1.6,Sequence Analysis
jupyter,jupyter,5.0.0,Sequence Analysis
k8,k8,0.2.5,Sequence Analysis
kronatools,kronatools,2.8,Sequence Analysis
lbzip2,lbzip2,2.5,Sequence Analysis
longshot,longshot,0.4.5,Sequence Analysis
mc,mc,4.8.22,Sequence Analysis
megit,megit,0.4.0,Sequence Analysis
mysql,MySQL,8.0.34,Sequence Analysis
nda-tools,nda-tools,"0.2.12,0.2.16,0.2.25",Sequence Analysis
neovim,neovim,0.9.2,Sequence Analysis
netpbm,netpbm,10.86.33,Sequence Analysis
nvchecker,nvchecker,2.9,Sequence Analysis
openneuro_cli,OpenNeuro_cli,4.14.1,Sequence Analysis
parallel,parallel,20231022,Sequence Analysis
paraview,paraview,5.11.1,Sequence Analysis
patchelf,patchelf,0.17,Sequence Analysis
patric,patric,1.035,Sequence Analysis
pdf2svg,pdf2svg,0.2.3,Sequence Analysis
petsc,petsc,3.19.1,Sequence Analysis
pigz,pigz,2.7,Sequence Analysis
pilon,pilon,1.24,Sequence Analysis
postgresql,postgresql,15.2,Sequence Analysis
povray,POVRay,3.7,Sequence Analysis
pre-commit,pre-commit,3.5.0,Sequence Analysis
pyega3,pyega3,5.0.2,Sequence Analysis
qpdf,qpdf,1.11.1,Sequence Analysis
quarto,quarto,1.3.450,Sequence Analysis
rclone,rclone,1.62.2,Sequence Analysis
rdfind,rdfind,1.6.0,Sequence Analysis
rfmix,rfmix,2.0,Sequence Analysis
rstudio-server,rstudio-server,2023.06.0-421,Sequence Analysis
sb_cli,sb_cli,0.25.0,Sequence Analysis
screen,screen,4.9.1,Sequence Analysis
singularity,singularity,4.0.1,Sequence Analysis
snp-sites,snp-sites,2.4.1,Sequence Analysis
spark,spark,3.2.2,Sequence Analysis
sqlite,SQLite,3.38.5,Sequence Analysis
stow,stow,2.3.1,Sequence Analysis
swarm,swarm,23.2.1,Sequence Analysis
swig,swig,4.1.1,Sequence Analysis
synapseclient,synapseclient,3.1.1,Sequence Analysis
tex,Tex,2022,Sequence Analysis
texinfo,texinfo,6.8,Sequence Analysis
tmux,tmux,3.3a,Sequence Analysis
ukbb,UKBB,0.1,Sequence Analysis
vartrix,vartrix,1.1.22,Sequence Analysis
vcf2db,vcf2db,2020.09.14,Sequence Analysis
vim,vim,9.0,Sequence Analysis
visidata,visidata,2.11.1,Sequence Analysis
whatshap,whatshap,1.1,Sequence Analysis
wuzz,wuzz,0.5.0,Sequence Analysis
xclip,xclip,0.13,Sequence Analysis
xpdf,xpdf,4.04,Sequence Analysis
zstd,zstd,1.5.5,Sequence Analysis
alphafold2,alphafold2,2.3.2,Structural Biology
alphalink,alphalink,1.0,Structural Biology
alphapulldown,AlphaPulldown,0.30.7,Structural Biology
autodock-gpu,Autodock-GPU,1.5.3,Structural Biology
braker,braker,3,Structural Biology
ccp4,CCP4,8.0.016,Structural Biology
